id_animal,type_balise,num_argos,num_ref,ref_smru,duree_enregistrement,duree_pourcentage
2020-61,CTD Fluo,63889,14902,ct159-C902-BAT2-19,,
2020-61,SPOT,61058,18U0286,NULL,,
2020-62,CTD Fluo,63883,14873,ct159-873-BAT2-19,,
2020-62,DTAG,NULL,9033,NULL,,
2020-62,SPOT,182814,19U0018,NULL,,
2020-63,CTD Fluo,57635,14875,ct159-875-BAT2-19,,
2020-63,DTAG,NULL,4035,NULL,,
2020-63,SPOT,182816,19U0020,NULL,,
2020-64,CTD Fluo,63888,14882,ct159-882-BAT2-19,,
2020-64,DTAG,NULL,25,NULL,,
2020-64,SPOT,182292,19U0014,NULL,,
2020-65,CTD Fluo,63880,14881,ct159-881-BAT2-19,,
2020-65,DTAG,NULL,1024,NULL,,
2020-65,SPOT,182280,19U0002,NULL,,
2020-66,CTD Fluo,63876,14878,ct159-878-BAT2-19,,
2020-66,SPOT,182811,19U0015,NULL,,
2020-66,U-sonar,NULL,1032,NULL,,
2020-67,CTD Fluo,183707,15052,ct159-052-BAT-19,,
2020-67,SPOT,61056,18U0283,NULL,,
2020-67,U-sonar,NULL,C03C,NULL,,
2020-68,CTD Fluo,183709,14943,ct159-943-BAT-19,,
2020-68,SPOT,182288,19U0010,NULL,,
2020-68,U-sonar Light,NULL,2025,NULL,,
2020-69,CTD Fluo,63892,14903,ct159-C903-BAT2-19,,
2020-69,SPOT,182281,19U0003,NULL,,
2020-69,U-sonar Light,NULL,102b,NULL,,
2020-7,CTD,197006,15214,ct157-C214-20,,
2020-70,CTD Fluo,65502,14905,ct159-F905-BAT2-19,,
2020-70,SPOT,182813,19U0017,NULL,,
2020-70,U-sonar Light,NULL,B022,NULL,,
2020-71,CTD Fluo,183711,15051,ct159-051-BAT-19,,
2020-71,SPOT,182284,19U0006,NULL,,
2020-71,U-sonar Light,NULL,8025,NULL,,
2020-72,CTD Fluo,57625,14876,ct159-876-BAT2-19,,
2020-72,SPOT,182291,19U0013,NULL,,
2020-72,U-sonar,NULL,A037,NULL,,
2020-73,Capteur-cardiaque,NULL,CHL0422,NULL,,
2020-73,CTD Fluo,63895,14899,ct159-C899-BAT2-19,,
2020-73,DTAG,NULL,27,NULL,,
2020-73,SPOT,182287,19U0009,NULL,,
2020-74,CTD Fluo,183705,15053,ct159-053-BAT-19,,
2020-74,SPOT,182812,19U0016,NULL,,
2020-74,U-sonar Light,NULL,A041,NULL,,
2020-75,CTD Fluo,65503,14901,ct159-C901-BAT2-19,,
2020-75,DTAG,NULL,102d,NULL,,
2020-75,SPOT,182279,19U0001,NULL,,
2020-8,CTD,196994,15186,ct157-C186-20,,
2020-9,CTD,196993,15185,ct157-C185-20,,
